date,country_code,currency_code,data_complete_through,supabase_status,adpopcorn_status,google_ads_status,offerwall_status,fx_status,active_users,signup_count,direct_signup_count,guest_created_count,guest_succession_count,guest_merge_count,actual_new_member_count,total_entry_account_count,new_participants_first_ad,reward_points_total,reward_events_total,withdrawal_count_total,withdrawal_points_total,giftcard_order_count_total,giftcard_point_amount_total,giftcard_purchase_amount_total,giftcard_sell_price_total,giftcard_margin_vs_point_total,supabase_ad_revenue_usd,supabase_ad_revenue_local,supabase_ad_event_count,referral_rewarded_customers,referral_reward_events,referral_reward_points_total,reward_points_egg,reward_events_egg,reward_points_card_game,reward_events_card_game,reward_points_vault_game,reward_events_vault_game,reward_points_bonus_cash,reward_events_bonus_cash,reward_points_check_in_mission,reward_events_check_in_mission,withdrawal_count_pending,withdrawal_points_pending,withdrawal_count_completed,withdrawal_points_completed,withdrawal_count_rejected,withdrawal_points_rejected,adpopcorn_revenue_usd,adpopcorn_revenue_local,adpopcorn_request_count,adpopcorn_response_count,adpopcorn_impression_count,adpopcorn_click_count,adpopcorn_fill_rate,adpopcorn_ecpm,adpopcorn_revenue_usd_rv,adpopcorn_revenue_local_rv,adpopcorn_impression_count_rv,adpopcorn_fill_rate_rv,adpopcorn_ecpm_rv,adpopcorn_revenue_usd_iv,adpopcorn_revenue_local_iv,adpopcorn_impression_count_iv,adpopcorn_fill_rate_iv,adpopcorn_ecpm_iv,adpopcorn_revenue_usd_banner,adpopcorn_revenue_local_banner,adpopcorn_impression_count_banner,adpopcorn_fill_rate_banner,adpopcorn_ecpm_banner,preferred_revenue_usd,preferred_revenue_local,google_ads_cost_local,google_ads_conversions,google_ads_impressions,google_ads_cpa_local,offerwall_cost_local,offerwall_attempt_count,offerwall_completion_count,offerwall_conversion_rate,offerwall_cost_per_completion_local,profit_local
2026-04-16,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,901,34,34,0,0,0,34,34,31,37802,11249,5,17000,5,12500,11850,12000,650,1.801225,2491,353,7,7,3300,22260,7214,4532,1065,6791,1625,3752,878,467,467,0,0,4,14000,1,3000,7.928260,10966,21115,5501,6529,2101,30.92,1.2143,4.832702,6684,2351,39.55,2.0556,3.095558,4282,4178,27.54,0.7409,0.000000,0,0,0,0,7.928260,10966,0,0,0,0,,,,,,
2026-04-17,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,945,28,28,0,0,0,28,28,24,39231,11744,4,12000,3,5200,4560,4700,640,0,0,0,4,4,2000,24360,8187,3944,945,6286,1385,4212,920,429,307,0,0,4,12000,0,0,13.037398,18032,14287,11757,8222,714,57.55,1.5857,5.045009,6978,2368,55.40,2.1305,7.992389,11054,5854,58.46,1.3653,0.000000,0,0,0,0,13.037398,18032,0,0,0,0,,,,,,
2026-04-18,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,913,23,23,0,0,0,23,23,21,39294,11619,1,3000,4,8000,7820,8000,180,0,0,0,7,7,3500,24587,8004,4039,911,5441,1307,4188,932,1039,465,0,0,1,3000,0,0,12.377096,17119,12325,12092,7927,531,64.32,1.5614,4.611292,6378,2458,57.63,1.8760,7.765804,10741,5469,67.85,1.4200,0.000000,0,0,0,0,12.377096,17119,0,0,0,0,,,,,,
2026-04-19,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,911,24,24,0,0,0,24,24,19,38172,11485,2,6000,5,12500,11830,12000,670,0,0,0,3,3,1500,24421,8155,3985,901,5215,1227,3845,896,706,306,0,0,2,6000,0,0,11.530587,15948,11247,10948,7528,570,66.93,1.5317,4.081172,5645,2198,58.83,1.8568,7.449415,10303,5330,70.96,1.3976,0.000000,0,0,0,0,11.530587,15948,0,0,0,0,,,,,,
2026-04-20,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,912,22,22,0,0,0,22,22,19,38588,11333,0,0,3,8500,7920,8000,580,0,0,0,4,4,2000,23895,7957,3884,880,5159,1163,4166,903,1484,430,0,0,0,0,0,0,10.336824,14297,19930,11138,7976,773,40.02,1.2960,2.779535,3844,2287,36.79,1.2154,7.557289,10453,5689,41.48,1.3284,0.000000,0,0,0,0,10.336824,14297,0,0,0,0,,,,,,
2026-04-21,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,886,34,34,0,0,0,34,34,31,37201,10957,3,13000,2,3000,2400,2500,600,0,0,0,3,3,1500,23445,7813,3743,837,4904,1127,4173,896,936,284,0,0,3,13000,0,0,11.682946,16159,34591,10807,8700,1328,25.15,1.3429,3.279507,4536,2603,23.77,1.2599,8.403439,11623,6097,25.79,1.3783,0.000000,0,0,0,0,11.682946,16159,13203,33,3114,400,,,,,,
2026-04-22,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,940,66,66,0,0,0,66,66,64,40126,11636,5,17000,3,5000,3960,4000,1040,0,0,0,9,9,4500,24693,8178,3622,880,5407,1201,4289,955,2115,422,0,0,2,8000,3,9000,15.081028,20859,34707,12560,9499,1241,27.37,1.5876,4.495758,6218,2894,24.14,1.5535,10.585270,14641,6605,29.07,1.6026,0.000000,0,0,0,0,15.081028,20859,15028,56,4294,268,,,,,,
2026-04-23,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,961,79,79,0,0,0,79,79,68,39624,11779,1,3000,6,14500,12850,13200,1650,0,0,0,11,11,5500,24608,8206,3710,889,5558,1274,4764,972,984,438,0,0,1,3000,0,0,15.508618,21450,33291,12706,9406,1066,28.25,1.6488,5.194626,7185,2884,25.25,1.8012,10.313992,14265,6522,29.82,1.5814,0.000000,0,0,0,0,15.508618,21450,15583,55,6126,283,,,,,,
2026-04-24,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,942,69,69,0,0,0,69,69,62,38940,11355,0,0,0,0,0,0,0,0,0,0,7,7,3500,24263,8013,4080,903,5158,1169,4609,949,830,321,0,0,0,0,0,0,18.158407,25115,48370,13071,9726,1259,20.11,1.8670,6.247197,8641,2982,20.51,2.0950,11.911210,16475,6744,19.94,1.7662,0.000000,0,0,0,0,18.158407,25115,16069,55,9189,292,,,,,,
2026-04-25,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,963,94,94,0,0,0,94,94,61,39301,11895,2,6000,3,5000,3910,4000,1090,0,0,0,7,7,3500,24892,8435,3916,872,4828,1160,4508,974,1157,454,0,0,2,6000,0,0,20.675886,28597,55172,13317,10128,1265,18.36,2.0415,6.236015,8625,3042,17.69,2.0500,14.439871,19972,7086,18.66,2.0378,0.000000,0,0,0,0,20.675886,28597,13899,66,5403,211,,,,,,
2026-04-26,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,991,88,88,0,0,0,88,88,74,39634,11859,0,0,4,17000,16890,17000,110,0,0,0,13,13,6500,25536,8499,3814,858,5304,1185,4099,975,881,342,0,0,0,0,0,0,20.743141,28690,51571,13194,10126,1321,19.64,2.0485,6.925232,9578,2903,17.93,2.3855,13.817909,19112,7223,20.41,1.9130,0.000000,0,0,0,0,20.743141,28690,15294,57,5356,268,,,,,,
2026-04-27,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,965,66,66,0,0,0,66,66,62,39281,11722,2,6000,2,5000,4950,5000,50,0,0,0,8,8,4000,24484,8263,3834,896,5225,1186,4303,966,1435,411,0,0,2,6000,0,0,18.764724,25954,70532,12738,9827,1359,13.93,1.9095,6.148031,8503,2935,13.31,2.0947,12.616693,17450,6892,14.21,1.8306,0.000000,0,0,0,0,18.764724,25954,13306,52,6226,256,,,,,,
2026-04-28,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,956,67,67,0,0,0,67,67,48,38570,11363,1,3000,1,1500,990,1000,510,0,0,0,6,6,3000,24928,8097,3229,843,4891,1128,4374,953,1148,342,0,0,1,3000,0,0,14.861454,20555,80305,11421,9037,1428,11.25,1.6445,4.838852,6693,2566,10.38,1.8858,10.022602,13862,6471,11.64,1.5488,0.000000,0,0,0,0,14.861454,20555,18389,63,10435,292,,,,,,
2026-04-29,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,956,39,39,0,0,0,39,39,35,39002,11454,6,22000,5,19500,17720,18000,1780,0,0,0,2,2,1500,24564,8195,3697,852,4616,1062,4374,949,1751,396,0,0,6,22000,0,0,15.069680,20843,93806,11556,9369,1498,9.99,1.6085,4.852723,6712,2574,10.07,1.8853,10.216957,14131,6795,9.96,1.5036,0.000000,0,0,0,0,15.069680,20843,15133,43,9598,352,,,,,,
2026-04-30,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,900,51,51,0,0,0,51,51,40,35313,10719,2,6000,4,9800,9610,9800,190,0,0,0,5,5,2500,22165,7561,3535,822,4554,1089,4154,877,905,370,0,0,2,6000,0,0,15.374073,21264,92015,10875,8580,1325,9.32,1.7918,5.575571,7712,2364,10.02,2.3585,9.798502,13552,6216,9.09,1.5763,0.000000,0,0,0,0,15.374073,21264,14057,42,9223,335,,,,,,
2026-05-01,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,917,52,52,0,0,0,52,52,45,37681,11133,7,21000,2,4500,3960,4000,540,0,0,0,8,8,4000,23902,7915,3681,861,5003,1131,4226,884,869,342,0,0,7,21000,0,0,15.740265,21771,91914,11201,8916,1342,9.70,1.7654,5.240389,7248,2526,10.30,2.0746,10.499876,14523,6390,9.48,1.6432,0.000000,0,0,0,0,15.740265,21771,15582,41,7801,380,,,,,,
2026-05-02,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,905,47,47,0,0,0,47,47,42,36517,10986,1,3000,3,8500,7770,8000,730,0,0,0,6,6,3000,22992,7709,3572,862,4959,1141,3917,897,1077,377,0,0,1,3000,0,0,14.803811,20475,91481,11167,8757,1394,9.57,1.6905,4.953918,6852,2493,10.16,1.9871,9.849893,13624,6264,9.36,1.5725,0.000000,0,0,0,0,14.803811,20475,14078,41,6615,343,,,,,,
2026-05-03,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,913,41,41,0,0,0,41,41,35,36779,11255,3,9000,5,10100,9630,10100,470,0,0,0,5,5,2300,23307,8005,3814,889,4741,1124,4021,910,896,327,0,0,3,9000,0,0,14.395595,19911,93332,11025,8777,1366,9.40,1.6401,4.992751,6906,2537,10.27,1.9680,9.402844,13005,6240,9.09,1.5069,0.000000,0,0,0,0,14.395595,19911,15188,31,6988,490,,,,,,
2026-05-04,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,883,37,37,0,0,0,37,37,39,36304,10765,5,17000,1,3000,2970,3000,30,0,0,0,5,5,2500,22810,7647,3291,808,4841,1029,4143,898,1219,383,0,0,5,17000,0,0,13.478997,18643,87430,10792,8594,1254,9.83,1.5684,4.502048,6227,2412,9.78,1.8665,8.976935,12416,6179,9.84,1.4528,0.000014,0,3,0,0.0047,13.478997,18643,15160,29,6106,523,,,,,,
2026-05-05,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,889,35,35,0,0,0,35,35,32,36794,10986,3,9000,3,7000,6830,7000,170,0,0,0,10,10,5000,23378,7835,3875,857,4699,1111,3812,855,1030,328,0,0,3,9000,0,0,14.045440,19426,91226,11444,8848,1219,9.70,1.5874,4.726699,6538,2489,10.68,1.8990,9.318733,12889,6357,9.36,1.4659,0.000008,0,2,0,0.0040,14.045440,19426,14662,27,932,543,,,,,,
2026-05-06,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,864,25,25,0,0,0,25,25,23,36357,10675,2,6000,3,5300,4660,4800,640,0,0,0,2,2,1000,23184,7628,3442,789,4474,1048,3726,858,1531,352,0,0,2,6000,0,0,13.750823,19019,67800,10469,8248,1230,12.17,1.6672,4.592794,6352,2182,10.31,2.1049,9.150335,12656,6020,12.91,1.5200,0.007694,11,46,0,0.1673,13.750823,19019,9329,13,617,718,,,,,,
2026-05-07,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,828,19,19,0,0,0,19,19,13,35292,10632,3,9000,3,8000,7920,8000,80,0,0,0,3,3,1500,21710,7423,3914,857,4618,1089,3974,883,1076,380,0,0,3,9000,0,0,22.319127,30870,51631,8411,12531,863,24.27,1.7811,7.089452,9806,2711,16.49,2.6151,15.016165,20769,6896,19.60,2.1775,0.213510,295,2924,0,0.0730,22.319127,30870,389,2,256,195,,,,,,
2026-05-08,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,798,26,26,0,0,0,26,26,25,32630,9841,2,6000,3,8000,7920,8000,80,0,0,0,5,5,2500,20977,7051,3176,723,4042,933,3652,829,783,305,0,0,2,6000,0,0,36.806377,50908,1285,256,21269,8,1655.18,1.7305,13.608810,18823,3223,18958.82,4.2224,22.533582,31167,7579,597.71,2.9732,0.663985,918,10467,0,0.0634,36.806377,50908,47896,29,4367,1652,,,,,,
2026-05-09,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,835,36,36,0,0,0,36,36,28,35769,10587,0,0,3,7000,6930,7000,70,0,0,0,3,3,1500,22527,7499,3596,809,4702,1039,3898,887,1046,353,0,0,0,0,0,0,39.671283,54870,173,36,19040,1,11005.78,2.0836,16.637212,23011,3586,11953.33,4.6395,22.346189,30907,7728,5404.20,2.8916,0.687882,951,7726,0,0.0890,39.671283,54870,49872,46,6625,1084,,,,,,
2026-05-10,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,890,68,68,0,0,0,68,68,57,36986,11093,6,20000,2,4500,3960,4000,540,0,0,0,8,8,3800,23048,7812,3864,891,4908,1124,4121,896,1045,370,0,0,6,20000,0,0,42.107898,58240,99,23,18487,2,18673.74,2.2777,15.844640,21915,3627,36270.00,4.3685,25.640104,35463,8053,9048.31,3.1839,0.623154,862,6807,0,0.0915,42.107898,58240,49237,86,9299,573,,,,,,
2026-05-11,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,932,74,74,0,0,0,74,74,71,38987,11698,8,24000,4,13800,13590,13800,210,0,0,0,8,8,3400,24942,8333,3677,889,5062,1151,4056,919,1250,406,0,0,8,24000,0,0,41.108740,56858,121,45,19037,0,15733.06,2.1594,16.401139,22685,3682,9205.00,4.4544,24.097976,33330,8300,10246.91,2.9034,0.609625,843,7055,0,0.0864,41.108740,56858,50467,107,10704,472,,,,,,
2026-05-12,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,946,78,78,0,0,0,78,78,62,38900,11464,6,20000,2,3600,3380,3600,220,0,0,0,9,9,4500,24740,8180,3966,890,4851,1134,4244,923,1099,337,0,0,6,20000,0,0,44.241952,61192,11,3,19703,0,179118.18,2.2454,16.658916,23041,3646,0,4.5691,26.970952,37304,8534,77581.82,3.1604,0.612084,847,7523,0,0.0814,44.241952,61192,50991,116,9241,440,,,,,,
2026-05-13,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,939,120,120,0,0,0,120,120,88,39535,11454,7,21000,3,5300,4550,4800,750,0,0,0,8,8,3400,24602,8075,3810,889,5554,1163,4098,943,1471,384,0,0,7,21000,0,0,39.245449,54281,71,25,18552,0,26129.58,2.1154,15.693413,21706,3739,13353.57,4.1972,23.012797,31829,8234,19148.84,2.7949,0.539239,746,6579,0,0.0820,39.245449,54281,55868,127,18541,440,,,,,,
2026-05-14,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,936,84,84,0,0,0,84,84,81,38001,11414,5,15000,9,24500,23460,24000,1040,0,0,0,6,6,3000,24368,8108,3646,863,4807,1122,4128,936,1052,385,0,0,5,15000,0,0,42.584182,58899,44,2,18957,1,43084.09,2.2464,16.244370,22468,3805,34590.91,4.2692,25.728062,35585,8384,25406.06,3.0687,0.611750,846,6768,0,0.0904,42.584182,58899,53518,112,18888,478,,,,,,
2026-05-15,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,961,105,105,0,0,0,105,105,95,39847,11651,6,20000,2,4500,3960,4000,540,0,0,0,15,15,7500,24781,8171,4235,971,5578,1250,4234,909,1019,350,0,0,6,20000,0,0,43.982389,60833,75,39,19034,1,25378.67,2.3107,19.462528,26919,3880,12516.13,5.0161,23.978662,33165,8429,19156.82,2.8448,0.541199,749,6725,0,0.0805,43.982389,60833,50475,136,18126,371,,,,,,
2026-05-16,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,958,99,99,0,0,0,99,99,86,38160,11403,1,3000,1,2000,1980,2000,20,0,0,0,11,11,5500,23969,8009,4052,902,5052,1197,3957,916,1130,379,0,0,1,3000,0,0,48.676275,67325,39,0,18494,2,47420.51,2.6320,20.400448,28216,3701,33645.45,5.5121,27.697759,38309,8166,29164.29,3.3918,0.578068,800,6627,0,0.0872,48.676275,67325,50676,117,19348,433,,,,,,
2026-05-17,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,953,95,95,0,0,0,95,95,78,37569,11268,6,18000,2,5000,4950,5000,50,0,0,0,6,6,3000,23237,7900,4081,901,5000,1204,4200,922,1051,341,0,0,6,18000,0,0,48.366651,66897,37,19,20078,2,54264.86,2.4089,18.742349,25923,3935,35772.73,4.7630,29.060525,40194,8973,34511.54,3.2387,0.563777,780,7170,0,0.0786,48.366651,66897,53652,123,18173,436,,,,,,
2026-05-18,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,982,92,92,0,0,0,92,92,72,40035,12034,3,9000,3,5500,4850,5000,650,0,0,0,4,4,2000,25558,8503,3995,924,4974,1221,4290,978,1218,408,0,0,3,9000,0,0,44.432715,61456,63,18,18975,2,30119.05,2.3416,18.077032,25003,3873,21516.67,4.6674,25.848358,35751,8613,19140.00,3.0011,0.507325,702,6489,0,0.0782,44.432715,61456,51318,114,21422,450,,,,,,
2026-05-19,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,966,78,78,0,0,0,78,78,69,39531,11754,3,9000,5,10900,10580,10900,320,0,0,0,5,5,2500,24821,8300,3811,945,5291,1225,4580,953,1028,331,0,0,3,9000,0,0,45.529597,62973,97,19,18477,1,19048.45,2.4641,18.316712,25334,3857,12856.67,4.7490,26.779715,37039,8516,12710.45,3.1446,0.433170,599,6104,0,0.0710,45.529597,62973,51808,96,21776,540,,,,,,
2026-05-20,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,964,66,66,0,0,0,66,66,55,41554,12042,5,15000,1,1700,1590,1700,110,0,0,0,5,5,2500,25413,8385,4123,979,6081,1264,4416,993,1521,421,0,0,5,15000,0,0,42.137725,58281,64,24,19918,0,31121.88,2.1156,18.245368,25235,4125,17187.50,4.4231,23.438899,32419,8715,21787.50,2.6895,0.453458,627,7078,0,0.0641,42.137725,58281,48287,74,15505,653,,,,,,
2026-05-21,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,963,80,80,0,0,0,80,80,62,40428,12088,3,11000,6,14000,12820,13000,1180,0,0,0,6,6,3000,25325,8468,3999,984,5685,1250,4370,988,1049,398,0,0,3,11000,0,0,42.183044,58344,56,20,20597,1,36780.36,2.0480,18.136948,25086,4051,21321.05,4.4772,23.523705,32536,8519,23024.32,2.7613,0.522391,723,8027,0,0.0651,42.183044,58344,46471,97,14974,479,,,,,,
2026-05-22,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,951,63,63,0,0,0,63,63,52,42316,11266,4,12000,3,6800,6640,6800,160,0,0,0,9,9,4300,29100,7888,3568,896,4811,1165,3755,978,1082,339,0,0,4,12000,0,0,42.460919,58728,23,18,19623,1,85317.39,2.1638,27.379999,37870,6839,62172.73,4.0035,14.569391,20151,5183,43191.67,2.8110,0.511529,708,7601,0,0.0673,42.460919,58728,51890,75,16079,692,,,,,,
2026-05-23,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,891,66,66,0,0,0,66,66,50,42946,10755,5,15000,7,14000,12770,13000,1230,0,0,0,5,5,2500,33177,7406,2646,941,3452,1153,2614,903,1057,352,0,0,5,15000,0,0,42.472416,58744,12,12,18872,0,157266.67,2.2506,35.037742,48461,8101,202525.00,4.3251,6.934978,9592,3566,44575.00,1.9447,0.499696,691,7205,0,0.0694,42.472416,58744,49522,84,13699,590,,,,,,
2026-05-24,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,917,68,68,0,0,0,68,68,51,41855,10552,1,3000,4,8000,6930,7000,1070,0,0,0,4,4,2000,32744,7319,2434,898,3118,1145,2425,859,1134,331,0,0,1,3000,0,0,38.108041,52708,34,19,19620,0,57705.88,1.9423,30.426267,42083,7970,33208.33,3.8176,7.174804,9924,3600,36000.00,1.9930,0.506970,701,8050,0,0.0630,38.108041,52708,51141,83,20289,616,,,,,,
2026-05-25,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,981,147,147,0,0,0,147,147,113,46291,11394,4,12000,4,7000,5890,6000,1110,0,0,0,7,7,3500,36105,7874,2785,949,3474,1234,2746,942,1181,395,0,0,4,12000,0,0,44.227205,61171,19,19,20596,1,108400.00,2.1474,33.993736,47017,8309,118700.00,4.0912,9.567012,13232,3744,31200.00,2.5553,0.666457,922,8543,0,0.0780,44.227205,61171,207997,221,71254,941,,,,,,
2026-05-26,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1022,149,149,0,0,0,149,149,118,41799,11891,5,15000,4,7800,7630,7800,170,0,0,0,9,9,4500,29764,8285,3251,1010,4358,1279,3432,970,994,347,0,0,5,15000,0,0,48.997872,67770,24,15,21179,0,88245.83,2.3135,26.228004,36276,4830,34500.00,5.4302,22.040834,30485,7679,76790.00,2.8703,0.729034,1008,8670,0,0.0841,48.997872,67770,204365,234,67260,873,,,,,,
2026-05-27,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1002,138,138,0,0,0,138,138,112,40111,11727,7,25000,3,6500,6210,6500,290,0,0,0,8,8,3800,24706,8177,4117,938,5403,1243,4578,991,1307,378,0,0,7,25000,0,0,57.042489,78896,21,2,20415,0,97214.29,2.7941,21.855031,30228,4073,0,5.3658,34.593006,47846,8742,41628.57,3.9571,0.594452,822,7600,0,0.0782,57.042489,78896,202418,232,46590,872,,,,,,
2026-05-28,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1059,142,142,0,0,0,142,142,132,43180,12809,2,6000,3,5500,4900,5000,600,0,0,0,11,11,5300,26303,8867,4625,1070,6205,1397,4887,1032,1160,443,0,0,2,6000,0,0,72.904918,100836,33,17,21607,0,65475.76,3.3741,30.411489,42063,4210,105250.00,7.2236,41.888225,57936,9103,31389.66,4.6016,0.605204,837,8294,0,0.0730,72.904918,100836,196058,192,42733,1021,,,,,,
2026-05-29,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1053,135,135,0,0,0,135,135,117,42449,12434,3,9000,4,7000,6310,6500,690,0,0,0,5,5,2500,26334,8717,4606,993,5705,1334,4662,1024,1142,366,0,0,3,9000,0,0,50.810858,70277,1,0,21803,0,2180300.00,2.3305,19.543991,27032,4061,0,4.8126,30.688298,42446,8936,893600.00,3.4342,0.578569,800,8806,0,0.0657,50.810858,70277,201341,221,46100,911,,,,,,
2026-05-30,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1050,149,149,0,0,0,149,149,108,41926,12337,2,8000,3,12000,11880,12000,120,0,0,0,10,10,5000,26121,8634,4194,994,5753,1307,4608,986,1250,416,0,0,2,8000,0,0,55.399959,76625,4,0,20974,0,524350.00,2.6414,22.994351,31804,4048,0,5.6804,31.829287,44024,8669,216725.00,3.6716,0.576321,797,8257,0,0.0698,55.399959,76625,198525,218,39732,911,,,,,,
2026-05-31,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1083,170,170,0,0,0,170,170,129,43083,12823,5,15000,2,3000,1980,2000,1020,0,0,0,8,8,3800,26478,8827,4594,1084,6350,1469,4476,1040,1185,403,0,0,5,15000,0,0,56.066032,77546,3,1,22055,0,735166.67,2.5421,22.063362,30516,4283,0,5.1514,33.418888,46222,9139,304633.33,3.6567,0.583782,807,8633,0,0.0676,56.066032,77546,210440,223,38265,944,,,,,,
2026-06-01,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1078,104,104,0,0,0,104,104,84,43048,12764,8,26000,2,4500,3960,4000,540,0,0,0,11,11,5500,26679,8909,4522,1030,5737,1320,4779,1067,1331,438,0,0,8,26000,0,0,52.639566,72807,8,2,21998,0,274975.00,2.3929,20.989470,29031,4219,0,4.9750,30.891825,42727,8895,111187.50,3.4729,0.758271,1049,8884,0,0.0854,52.639566,72807,233509,201,34051,1162,,,,,,
2026-06-02,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1018,182,182,0,0,0,182,182,108,41143,11858,3,9000,2,3500,2970,3000,530,0,0,0,10,10,5000,24742,8011,4530,1023,6782,1574,3924,897,1165,353,0,0,3,9000,0,0,67.881639,93888,4,1,30995,0,774875.00,2.1901,24.551986,33958,4335,0,5.6637,41.195283,56978,8837,220925.00,4.6617,2.134370,2952,17823,0,0.1198,67.881639,93888,1047917,709,110120,1478,,,,,,
2026-06-03,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1087,165,165,0,0,0,165,165,116,48119,13696,6,22000,3,6000,5370,5500,630,0,0,0,7,7,3300,27476,9071,5432,1217,8807,1966,4684,967,1720,475,0,0,6,22000,0,0,62.218607,86056,0,0,33431,0,0,1.8611,23.775997,32885,4925,0,4.8276,35.527563,49139,8959,0,3.9656,2.915047,4032,19547,0,0.1491,62.218607,86056,1053835,653,84631,1614,,,,,,
2026-06-04,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1069,147,147,0,0,0,147,147,85,45147,13293,2,6000,2,6000,5940,6000,60,0,0,0,1,1,500,26328,8790,4847,1141,8189,1919,4550,1018,1233,425,1,3000,1,3000,0,0,67.846763,93840,0,0,32357,0,0,2.0968,26.601592,36793,4861,0,5.4725,38.871753,53764,9053,0,4.2938,2.373418,3283,18443,0,0.1287,67.846763,93840,1012281,698,87031,1450,,,,,,
2026-06-05,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1015,42,42,0,0,0,42,42,32,43852,12821,4,16000,4,8000,7920,8000,80,0,0,0,4,4,2000,25329,8498,4969,1125,7919,1828,4346,978,1289,392,1,3000,3,13000,0,0,54.508858,75392,0,0,27446,0,0,1.9860,22.224944,30740,4636,0,4.7940,31.081688,42990,8780,0,3.5401,1.202226,1663,14030,0,0.0857,54.508858,75392,23024,43,8340,535,,,,,,
2026-06-06,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1001,53,53,0,0,0,53,53,54,43269,12643,4,12000,1,2000,1980,2000,20,0,0,0,7,7,3300,25146,8404,4981,1128,7648,1745,4208,968,1286,398,0,0,4,12000,0,0,50.874000,70365,2,0,31936,0,1596800.00,1.5930,18.307538,25321,4591,0,3.9877,31.360140,43375,8649,432450.00,3.6259,1.206322,1668,18696,0,0.0645,50.874000,70365,41625,72,12279,578,,,,,,
2026-06-07,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1023,64,64,0,0,0,64,64,54,44552,13037,5,15000,3,8000,7520,8000,480,0,0,0,6,6,3000,25611,8679,4660,1140,8246,1832,4569,964,1466,422,0,0,5,15000,0,0,49.354155,68263,5,2,32437,0,648740.00,1.5215,20.038542,27716,4823,0,4.1548,28.230864,39047,9066,181320.00,3.1139,1.084749,1500,18548,0,0.0585,49.354155,68263,42801,79,9824,542,,,,,,
2026-06-08,KR,KRW,2026-08-25,ready,ready,ready,delayed,ready,1026,49,49,0,0,0,49,49,44,44259,13037,8,31000,3,5300,4560,4800,740,0,0,0,3,3,1500,26300,8720,4604,1136,7501,1793,4556,970,1298,418,0,0,8,31000,0,0,50.260411,69516,0,0,32458,0,0,1.5485,19.520141,26999,4635,0,4.2115,29.562268,40888,8857,0,3.3377,1.178002,1629,18966,0,0.0621,50.260411,69516,63556,101,15470,629,,,,,,
